news_id|titulo|categoria|resumen|date_id
191|Van 417 trabajadores de la salud contagiados y 6 muertos por covid-19|Salud|La mitad son auxiliares de enfermería y médicos, según nuevo reporte del INS.|91
192|La terapia que curó a un infectado de covid-19 se investiga en el país|Salud|El uso de plasma de personas que han superado el virus es una alternativa promisoria de tratamiento.|92
193|Cifra de fallecimientos por coronavirus en Colombia llega a 293|Salud|El Ministerio de Salud anunció la muerte de 15 personas más. Van 6.507 contagios en todo el país.|92
194|OMS pide a China que 'la invite' a investigar orígenes del coronavirus|Salud|Esa organización estimó que cierto número de estudios desean entender mejor el origen del virus.|93
195|¿Por qué preocupan Villavicencio, Ipiales y el Amazonas?|Salud|Estas regiones concentran altas tasas de contagios de covid-19 y problemas sociales.|93
196|Robots ayudarán a aumentar capacidad de pruebas procesadas|Salud|Con la llegada al país de dos nuevos equipos se busca lograr la meta de 1.200.000 tests analizados.|93
197|En Hospital San Ignacio no hay brote masivo de covid-19, dice director|Salud|Julio César Castellanos afirma que casos están sujetos a una estrategia de identificación temprana.|93
198|Supersalud ordena la intervención del Hospital San Rafael de Leticia|Salud|Fue removido el gerente y se designó un agente especial interventor por el término de un año.|93
199|Confirman que actor Antonio Bolívar murió por coronavirus|Salud|El artista, fallecido este jueves, había presentado todos los síntomas asociados al covid-19.|93
200|Toques de queda y más medidas para municipios que incumplan cuarentena|Salud|Zonas presentan aumento de contagios motivados por indisciplina. Gobierno aplicará sanciones.|93
201|10 nuevas muertes por coronavirus en Colombia; van 7.285 contagios|Salud|El Ministerio de Salud entregó el informe de este sábado. Presentó 279 casos más de contagio.|94
202|La encrucijada de los hospitales y clínicas en plena emergencia|Salud|Estas instituciones agudizan su crisis, por lo que solicitan recursos de manera urgente.|94
203|El tal pico sí existe / columna de opinión|Salud|Trabajamos como si estuviéramos en el punto máximo, escribe director del Hospital San Ignacio.|95
204|16 nuevas muertes por coronavirus; van 7.668 contagios|Salud|El Ministerio de Salud presentó el reporte de este domingo, en el cual aparecen 423 casos nuevos.|95
205|Cuarentena ha reducido 45 % la transmisión del coronavirus en Europa|Salud|Según expertos, el objetivo sigue siendo limitar la mortalidad y controlar la circulación del virus.|96
206|Medicamentos para la hipertensión no aumentan el riesgo de Covid-19|Salud|La Escuela de Medicina Grossman de la Universidad de Nueva York reveló este dato tras estudio.|96
207|El experimento tipo Trump que hicieron en pacientes de covid en Bogotá|Salud|Un médico decidió darles dióxido de cloro a enfermos de covid-19 en un ensayo clínico fraudulento.|96
208|Sube a 253 el número de muertes por coronavirus en Colombia|Salud|Además, el último reporte del Ministerio de Salud confirmó que hay 218 contagios nuevos.|96
209|Confirman 16 muertes nuevas por covid-19 en Colombia, ya van 269|Salud|En cuanto a la cifra de contagios, el Ministerio de Salud reportó que ya son 5.949 en el país.|96
210|OMS confirma origen animal de coronavirus y no creación en laboratorio|Salud|El organismo refutó la versión de Estados Unidos y pidió al gobierno Trump publicar su información.|96
211|18 nuevas muertes por coronavirus en Colombia; van 7.973 contagios|Salud|El Ministerio de Salud entregó el informe de este lunes. Presentó 305 casos más de contagio.|96
212|Covid-19: Invima advierte sobre venta de pruebas rápidas fraudulentas|Salud|La entidad alertó a la ciudadanía sobre marcas que no cuentan con el respectivo Registro Sanitario.|96
213|OMS pide a países investigar posibles casos de covid-19 el año pasado|Salud|Vocero de la OMS dice que no sería raro que el virus estuviera fuera de China en fechas tempranas.|97
214|Personal de salud dice no haber recibido insumos de protección de ARL|Salud|Encuesta revela que 86 % no ha recibido estos insumos de la ARL para atender pacientes con covid-19.|97
215|Cifra de muertes en Colombia por coronavirus llega a 378|Salud|Además, el reporte del Ministerio de Salud confirmó que hay 640 contagios nuevos.|97
216|Niños entre 6 y 17 años podrán salir media hora 3 veces a la semana|Salud|Las salidas de los menores serán con el acompañamiento de una persona adulta sin riesgos.|98
217|Morir durante la pandemia: funerales vacíos y duelos aplazados|Bogotá|Las víctimas de la covid-19 son cremadas de urgencia, sin rito. Para el resto hay ceremonias breves.|98
218|Gobierno de EE.UU. aprobó ley de apoyo a sus hospitales|Salud|La norma Cares, de salvamento económico, beneficiará a los centros de salud afectados en la pandemia|98
219|Las respuestas de la ciencia a 10 preguntas comunes sobre covid-19|Salud|Se ha avanzado mucho en el conocimiento del coronavirus, pero aún falta para entender la pandemia.|98
220|Hay 19 nuevas muertes en Colombia por coronavirus; se acerca a 400|Salud|Según el reporte de este miércoles del Ministerio de Salud, hubo 346 casos más de contagio.|98
221|Las condiciones que deberán cumplir municipios sin covid-19|Salud|Unos 16 millones de personas, en 833 poblaciones sin infectados, podrán retomar sus actividades.|98
222|La alarmante cifra de trabajadores de la salud con covid-19 en el país|Salud|Las auxiliares de enfermería son las más afectadas. Ya casi se completan 600 casos.|99
223|El 40 % de muertos por covid-19 se diagnostican tras el fallecimiento|Salud|Luego de 60 días del primer caso, Colombia sobrepasó los 8.000 contagios y registra 378 decesos.|99
224|Auxiliar de enfermería de clínica psiquiátrica murió por covid-19|Salud|La institución con sede en Bogotá, en la cual se presenta un brote masivo, confirmó la información.|99
225|Asciende a 407 el número de muertes por coronavirus en Colombia|Salud|De acuerdo con el reporte de este jueves del Ministerio de Salud, hubo 497 nuevos casos.|99
226|Anticoagulantes, una esperanza para tratar casos graves de covid-19|Salud|Estudio sugiere que estos fármacos mejoran la sobrevida de pacientes con casos severos.|99
227|Científicos chinos encuentran coronavirus en semen de infectados|Salud|Los investigadores resaltaron que el alcance del estudio es limitado por el número de muestras.|99
228|Lo que debe saber si tiene una cita médica durante la pandemia|Salud|Sepa qué servicios retomarán actividades y cómo debe asistir a ellos.|100
229|Confirman en Japón anticuerpo que puede suprimir el nuevo coronavirus|Salud|Se espera que con la investigación puedan desarrollar agentes terapéuticos y de diagnóstico.|100
230|Colombia supera los 10 mil casos de contagio por coronavirus|Salud|De acuerdo con el reporte de este viernes del Ministerio de Salud, se registran 428 muertes.|100
231|La crisis de los odontólogos por la pandemia|Salud|La Federación Colombiana estima que las pérdidas rondan los 250.000 millones de pesos mensuales.|100
232|Los anticuerpos, otra esperanza para combatir el coronavirus|Salud|Investigaciones allanan este camino como uno más en la búsqueda de terapias para la covid-19.|100
233|‘El confinamiento es una medida de Edad Media’: rector de la UniValle|Salud|Édgar Varela hace un análisis de la pandemia desde las políticas públicas.|101
234|Muere médico en Santa Marta a causa de la covid-19|Salud|Enrique Gamarra falleció en la madrugada. Llevaba más de un mes en unidad de cuidados intensivos.|101
235|Colombia llega a los 10.495 casos de contagio por coronavirus|Salud|De acuerdo con el reporte de este sábado del Ministerio de Salud, en total se registran 445 muertes.|101
236|Las llaves de oro para alcanzar la calma mental|Salud|Disciplina, actitud positiva, consentirnos y comunicarnos con los seres queridos, entre las claves.|102
237|Colombia supera los 11.000 casos de contagio por coronavirus|Salud|De acuerdo con el reporte de este domingo del Ministerio de Salud, se registran 463 muertes.|102
238|16 nuevas muertes por coronavirus en Colombia; ya van 479|Salud|El reporte más reciente de Minsalud da cuenta de 550 nuevos contagios y 2.825 recuperados.|103
239|Kawasaki, la rara enfermedad relacionada con covid-19|Salud|Esta inflamación de las arterias ha presentado un aumento de casos que se vincula con coronavirus.|103
240|Covid-19: Qué es la tormenta de citocinas que sufren algunos pacientes|Salud|Cuando los sistemas inmunes se ponen en marcha, algunas veces pueden desatar una sobrerreacción.|103
241|Brote de coronavirus en la cárcel de Leticia: confirman 85 casos|Salud|Ya se presentó incluso un muerto en el centro penitenciario, informó la Gobernación de Amazonas.|104
242|¿A nosotras quién nos cuida?, se preguntan las enfermeras en su día|Salud|Auxiliares y enfermeras son las más afectadas por la covid-19 entre los trabajadores de la salud.|104
243|493 muertes en Colombia por coronavirus; contagios superan los 12 mil|Salud|El reporte más reciente del Ministerio de Salud confirmó 14 muertes más. Recuperados son 2.971.|104
244|Amazonas, foco de la pandemia, por número de habitantes|Salud|Hoy tienen oficialmente confirmados 718 casos de covid-19 y se investigan al menos otros 840.|105
245|‘La cárcel de Villavicencio es el infierno del coronavirus’|Salud|Internos narran cómo sobreviven en este centro penitenciario, principal foco de covid-19 en el país.|105
246|Van más de 500 muertes por coronavirus; contagios, cerca de 13 mil|Salud|El reporte más reciente del Ministerio de Salud confirmó 16 muertes más. Van 3.133 recuperados.|105
247|¿Cómo funciona la ‘canasta covid-19’?|Salud|Con cargo al sistema de salud, serán cubiertos gastos que requieran casos positivos y sospechosos.|105
248|Ser hipertenso y mayor de 50, alto riesgo de morir por coronavirus|Salud|Si bien el riesgo de infectarse es general, la probabilidad de morir aumenta con la edad.|106
249|Colombia supera los 13 mil contagios de coronavirus; van 525 muertes|Salud|El Ministerio de Salud confirmó 680 nuevos contagios. La cifra de recuperados llega a 3.358.|106
250|Aún no hay vacuna contra el coronavirus, pero sí tensiones por esta|Salud|Mientras farmacéutica dijo que dará prioridad a EE. UU., el mundo clama que sea un bien público.|106
251|Confirman presencia del nuevo coronavirus en perros|Salud|Estudio halló SARS-CoV-2 en estos animales. No está clara la forma de contagio y transmisión|107
252|Desmienten caso de Kawasaki por coronavirus en Colombia|Salud|Hospital en Bogotá afirma que sí hay un paciente con este mal, pero no relacionado con covid-19.|107
253|Coronavirus: 21 muertes más en Colombia; contagios superan los 14 mil|Salud|Así, la cifra de fallecimientos en el país asciende a 546. Bogotá sobrepasó los 5 mil contagios.|107
254|Van 760 casos confirmados de covid-19 en trabajadores de la salud|Salud|Auxiliares de enfermería y médicos, los más afectados. Van 10 fallecidos y 375 recuperados.|108
255|Hay brote de covid-19 en trabajadores de UCI de clínica Juan N. Corpas|Salud|En un comunicado la clínica Juan N. Corpas señaló que hay 25 trabajadores infectados.|108
256|Cifra de fallecidos por covid-19 en el país llega a 562|Salud|El Ministerio de Salud informó que se reportan 723 casos nuevos. Contagios suben a 14.939.|108
257|Lo que enseñan los muertos por covid-19 en Colombia|Salud|Análisis revela que mueren más hombres que mujeres y que la tercera parte son jóvenes.|109
258|Colombia supera los 15 mil contagios de covid-19; van 574 fallecidos|Salud|El Ministerio de Salud reportó 12 muertos y 635 pacientes más por la pandemia.|109
259|¿Cómo será lo mental el día después del aislamiento?|Salud|El siquiatra Rodrigo Córdoba habla de la salud mental en medio de la pandemia del coronavirus.|109
260|Comunidad internacional pide una vacuna para todos y reforma de la OMS|Salud|EE. UU. le reprocha a la OMS que se haya equivocado en la gestión de la crisis por la pandemia.|110
261|Estudio con hámsteres prueba eficacia de tapabocas contra covid-19|Salud|Resultados mostraron que la transmisión del virus se redujo más de 60 % cuando usaban tapabocas.|110
262|Van 592 muertes por covid-19 en Colombia; contagios superan los 16 mil|Salud|El Ministerio de Salud reportó 721 nuevos contagios en las últimas 24 horas. Van 3.903 recuperados.|110
263|Así va la carrera por multiplicar los respiradores en el país|Salud|El Gobierno aseguró la compra de 2.817 aparatos, además avanzan desarrollos tecnológicos en el país.|110
264|Rociar calles con desinfectante es peligroso e ineficaz: OMS|Salud|Un documento con nuevas recomendaciones de la entidad da indicaciones sobre la desinfección.|111
265|Covid-19: colombiano, entre primeros recuperados con plasma en EE. UU.|Salud|Rodrigo fue el primer caso en el que testearon el plasma y funcionó. Se encuentra fuera de peligro.|111
266|Los datos para saber si se amplía o no la cuarentena general|Salud|Este martes el presidente Duque anunció la extensión del aislamiento hasta el 31 de mayo.|111
267|Colombia supera las 600 muertes por covid-19; contagios, casi 17 mil|Salud|El Ministerio de Salud reportó 21 fallecimientos en las últimas 24 horas. Van 4.050 recuperados.|111
268|Las nuevas medidas del Gobierno Nacional para enfrentar la pandemia|Gobierno|Se extendieron cuarentena y emergencia sanitaria. Hubo anuncios sobre clases, transporte y comercio.|112
269|Pico de la pandemia en el país, demorado pero llegará|Salud|Las medidas tomadas han retardado el punto máximo de contagios, que se espera en finales de junio.|112
270|Van 630 muertes por covid-19 en Colombia; contagios, más de 17 mil|Salud|MinSalud confirmó 17 fallecimientos más en las últimas 24 horas. Hay más de 4 mil recuperados.|112
271|La encrucijada de los mayores de 70 años en la pandemia|Salud|El confinamiento ha exacerbado condiciones que deterioran la calidad de vida de adultos mayores.|113
272|¿Cómo se propaga el coronavirus?|Salud|A pesar de que la más conocida es el contacto persona a persona, existen otras formas.|113
273|Van 652 muertes por covid-19 en Colombia; hay más de 18 mil contagios|Salud|MinSalud confirmó 22 fallecimientos más en las últimas 24 horas. Hay más de 4 mil recuperados.|113
274|¿Qué pasó con el brote en la cárcel de Villavicencio?|Salud|Aumento acelerado de casos confirmados se detuvo. Hay cruce de versiones sobre pruebas pendientes.|113
275|¿Qué soñó un pediatra al borde de la muerte por covid-19?|Salud|Víctor Ballén pasó dos semanas en UCI y vivió para contarlo. Una historia de amistad y colegaje.|114
276|Guía básica para mantener el coronavirus a raya|Salud|Mantener el distanciamiento social, lavarse las manos y usar tapabocas son las medidas esenciales.|114
277|Apoyo profesional en salud llega a Amazonas|Salud|El vuelo humanitario de la Fuerza Aérea trasladó hasta Leticia, más de500 kilos de medicamentos.|114
278|Colombia alcanza cifra más alta de muertes y contagios en un día|Salud|MinSalud confirmó 30 fallecimientos y 801 nuevos contagios de covid-19 en las últimas 24 horas.|114
279|Los lugares en los que hay más riesgo de infección por coronavirus|Salud|El Instituto Nacional de Salud reveló en qué espacios hay mayor probabilidad de contagiarse.|114
280|Los tapabocas de tela sí previenen la transmisión del Covid-19|Salud|Así lo señala una investigación publicada en Annals of Internal Medicine. Conozca los hallazgos.|115
281|Coronavirus: van más de 20 mil casos de contagio y 4.718 recuperados|Salud|La cifra de muertes totales, según el último reporte, es de 705.|115
282|Los movimientos del SARS-CoV-2 en los pequeños municipios|Salud|Está en 296 localidades con menos de 100.000 habitantes. En la mayoría es riesgo.|116
283|Coronavirus: van 21.175 casos de contagio y 5.016 recuperados|Salud|Este domingo, además, se conoció que la cifra de muertes asciende a 727.|116
284|Van 21.981 casos de contagio de covid-19 y 5.265 pacientes recuperados|Salud|Este lunes el número de muertes en el país por la pandemia llegó a 750.|117
285|Van 776 muertes por covid-19 en Colombia; contagios, más de 23 mil|Salud|En las últimas 24 horas se confirmaron 1.022 contagios nuevos y 26 muertes más en el país.|118
286|El ascenso y la caída de la cloroquina para tratar la covid-19|Salud|Junto con la hidroxicloroquina, pasaron de ser opciones clínicas a descartarse por riesgos.|118
287|Camas de UCI: 249 ocupadas por covid y 3.115 disponibles|Salud|La meta es alcanzar 9.000 unidades en el país. Bogotá alcanzó el 40 por ciento de ocupación.|119
288|Colombia supera las 800 muertes por covid-19; contagios, más de 24 mil|Salud|En las últimas 24 horas se confirmaron más de mil contagios nuevos. Recuperados son más de 6 mil.|119
289|Covid-19: así podrán salir los niños y jóvenes desde el 1 de junio|Salud|Gobierno reveló nuevas medidas de flexibilización para menores de entre 2 y 5 años.|119
290|Despiden a trabajadores del hospital Corferias por TikTok de Titanic|Salud|Subieron a redes videos haciendo mal uso de elementos públicos, aseguró la Secretaría de Salud.|120
291|Van 822 muertes por covid-19 en Colombia; contagios ya son 25.366|Salud|Además, la cifra de recuperados llegó a 6.665, según el último reporte del Ministerio de Salud.|120
292|"Estudio en barco revela la alta infección ""silenciosa"" de la covid-19"|Salud|De los pasajeros que dieron positivo en los test, el 81 por ciento no presentó síntomas.|120
293|Así se vivió la gripa española en Colombia|Salud|La cifra de muertos de la pandemia de hace 100 años obligó a que presos sirvieran como sepultureros.|120
294|El efecto de las flexibilizaciones en casos de covid-19|Salud|Aunque los indicadores generales tranquilizan, la curva de la pandemia muestra un ascenso.|121
295|Van 26.688 contagios por covid-19 en Colombia; recuperados, casi 7.000|Salud|Además, el Minsalud confirmó que hay 1.322 nuevos casos de contagio, para un total de 26.688.|121
296|Van 28.236 contagios por covid-19 en Colombia; muertes llegan a 890|Salud|Además, el Minsalud confirmó que hay 1.548 nuevos casos de contagio. Ya son 7.121 recuperados.|122
297|Vitamina D, una aliada necesaria en días de confinamiento|Salud|El sol es la recomendación de los especialista para suplir el déficit de vitamina D en cuarentena.|122
298|49 muertes por covid-19 en un día en Colombia; hay 8.543 recuperados|Salud|Además, el Minsalud confirmó que hay 1.147 nuevos casos. Contagios llegan a 29.383.|123
299|Van 30.493 contagios de covid-19 en Colombia; recuperados son 9.661|Salud|Además, el Minsalud confirmó que hay 30 nuevas muertes. En total son 969 fallecidos.|124
300|Supersalud investiga mal uso de las UCI|Salud|La Superintendencia ha recibido denuncias de mal manejo por parte de clínicas y hospitales.|124
301|Colombia llega a 1.009 muertes por coronavirus; recuperados son 11.142|Salud|Además, el Minsalud confirmó que hay 40 nuevas muertes. En total hay 31.833 contagios.|125
302|Salud mental en medio del encierro|Salud|Expertos hablan sobre el cuidado y sugieren acciones para ayudar a lidiar con el confinamiento|125
303|'Guerre des masques'|Salud|Hay una lucha en el mercado por conseguir tapabocas y recursos médicos para combatir el covid-19.|126
304|Mitad de colombianos mayores de 65 años, en alto riesgo por covid-19|Salud|Estudio reveló que por sus condiciones de vivienda están más expuestos al virus que en otros países.|126
305|Van 1.098 casos confirmados de covid-19 en trabajadores de la salud|Salud|Los auxiliares de enfermería y médicos son los más afectados. Van 11 fallecidos y 903 recuperados.|126
306|Claves de cómo el país llegó a los primeros mil muertos por covid-19|Salud|Con el reporte de este martes el país superó la cifra simbólica de 1.000 fallecimientos.|126
307|Van 33.354 contagios por covid-19 en Colombia; recuperados son 12.288|Salud|El Ministerio de Salud confirmó, además, que la cifra de muertes se elevó a 1.045 en el país.|126
308|Hallan diferencias en sangre de pacientes graves y leves de covid-19|Salud|Esta revelación podría contribuir a anticipar la evolución de la enfermedad en futuros contagiados.|127
309|Autores de estudio sobre cloroquina para tratar covid-19 se retractan|Salud|Aseguran que ya no pueden garantizar la veracidad del estudio publicado en la revista The Lancet.|127
310|Covid-19: Bill Gates teme que la desinformación disuada de vacunarse|Salud|El cofundador de Microsoft se refirió a noticias falsas que circulan en redes sociales y su riesgo.|127
311|Muertes por covid-19 llegan a 1.087 y contagios ascienden a 35.120|Salud|El Ministerio de Salud informó, además, que la cifra de recuperados alcanzó los 12.921.|127
312|Supuesto uso inadecuado de las UCI para covid-19 levanta dura polémica|Salud|Ministro de Salud y Superintendencia dijeron estar alertas a malos manejos. Médicos reaccionaron.|127
313|Culminó donación de 300.000 kits de pruebas para detectar covid-19|Salud|La organización Luis Carlos Sarmiento Angulo completó esta meta tras entregar 155.000 de estos kits.|127
314|Hay 58 nuevas muertes en el país por coronavirus; recuperados, 13.638|Salud|Con este último reporte de Minsalud hay un total de 1.145 muertes por covid-19 y 36.635 contagios.|128
315|OMS recomienda uso de mascarillas de tela si no hay distancia social|Salud|Las mascarillas quirúrgicas deberían reservarse para el personal sanitario, dice la autoridad.|128
316|‘Soy optimista; 100 laboratorios buscan la vacuna contra el covid-19’|Salud|El doctor Jorge Enrique Gómez Marín analiza la labor de los científicos del mundo ante la pandemia.|129
317|Ya son 1.205 muertes por coronavirus en el país; recuperados, 14.382|Salud|Datos del último reporte de Minsalud registran 60 muertes nuevas por covid-19 en Colombia.|129
318|Polvos con tapabocas / Sexo con Esther|Salud|Se puede ir a la cama en la pandemia, pero con medidas de bioseguridad como en toda flexibilización.|129
319|Colombia, uno de los dos países que mejor sobrelleva la pandemia|Salud|Encuesta en Latinoamérica muestra que el 67 % de los colombianos está tranquilo emocionalmente.|129
320|Cifra de fallecidos por coronavirus llega a 1.259; recuperados, 15.322|Salud|Ministerio de salud publicó informe en donde se confirmaron 1.209 casos nuevos en el país.|131
321|"'La pandemia de coronavirus está ""empeorando"" en el mundo': OMS"|Salud|"El jefe de la entidad aseguró que ""la mayor amenaza es la autocomplacencia""."|131
322|Hay 49 nuevas muertes en el país por coronavirus; recuperados, 16.427|Salud|Con este último reporte de Minsalud ya hay 1.308 muertes por covid-19 en total y 40.719 contagios.|131
323|Lo que saben los científicos sobre covid-19 en seis meses de pandemia|Salud|¿Qué han descubierto los científicos al tratar de contener el virus que causa esta enfermedad?|131
324|La lupa de los expertos en salud a medidas contra la pandemia|Salud|Más de tres meses después del primer caso, un análisis sobre las flexibilizaciones y lo que viene.|132
325|Estudio sugiere que el coronavirus circulaba en Wuhan desde agosto|Salud|Los resultados están basados en las búsquedas en internet de los distintos síntomas de covid-19.|132
326|Estimaciones de mortalidad por covid-19, en el ojo del huracán|Salud|Otras investigaciones sugieren que el confinamiento ha evitado 3,1 millones de muertes en Europa.|132
327|Opinión: ¿Y los ventiladores nacionales?|Salud|Estos dispositivos médicos hacen parte de los recursos que las naciones se pelean en el mercado.|132
328|Las disculpas del ministro de Salud a los médicos y otras reflexiones|Salud|Hoy se cumplen cien días desde que Fernando Ruiz se puso al frente de la cartera de Salud.|132
329|Hay 64 nuevas muertes en el país por coronavirus; recuperados, 16.534|Salud|Con este último reporte de Minsalud hay un total de 1.372 muertes por covid-19 y 42.078 contagios.|133
330|Van 43.682 contagiados en el país por coronavirus; recuperados, 17.333|Salud|Según el reporte de Minsalud hubo 61 muertes por covid-19 en 24 horas. Van 1.433 en total.|133
331|Johnson & Johnson probaría vacuna del coronavirus en humanos en julio|Salud|Si la vacuna es segura y efectiva, la empresa suministraría más de mil millones de dosis en el 2021.|134
332|Salvar vidas sin acabar la economía, el mayor reto de la pandemia|Salud|Panel de expertos convocado por EL TIEMPO analizó la evolución de covid-19 en sus 100 primeros días.|134
333|Van 1.488 muertes en el país por covid-19; recuperados, 17.790|Salud|Según reporte de Minsalud, se registraron 55 fallecimientos en las últimas 24 horas.|134
334|Los hallazgos por los que intervinieron el hospital público de Quibdó|Salud|Supersalud tomará control del Nuevo San Francisco de Asís por graves falencias encontradas.|134
335|Una casa en Togüí, 12 personas y el coronavirus|Salud|Una familia resultó infectada por completo y logró recuperarse en este pequeño pueblo de Boyacá.|135
336|‘Evidencia sobre covid-19 exige cambiar la estrategia’|Salud|Con experiencia de otros países se puede contemplar opciones que no pasen por el confinamiento.|135
337|Hay 1.545 fallecidos en el país por coronavirus; recuperados, 18.715|Salud|Según el reporte de Minsalud hubo 57 muertes por covid-19 en 24 horas. Van 46.858 contagiados.|135
338|Pisan acelerador para tener ventiladores nacionales|Salud|Los proyectos académicos y privados avanzan y se podrán utilizar solo en casos extremos.|135
339|Van 1.592 fallecidos por coronavirus en Colombia; recuperados, 19.426|Salud|El total de contagios por el virus en el país es de 48.746, según el último reporte del Minsalud.|136
340|‘Sistema de salud no está preparado para hacer frente a la emergencia’|Salud|El doctor Sergio Isaza Villa, presidente de la Federación Médica Colombiana, denuncia deficiencias.|137
341|Colombia ya superó los 50.000 contagiados con coronavirus|Salud|El país, además, alcanzó los 1.667 fallecidos por la covid-19, enfermedad producida por el virus.|138
342|Médico intensivista fallece en su casa en Bogotá por covid-19|Salud|El médico Francisco Anaya murió este domingo, según dieron a conocer amigos y familiares.|138
343|Van 1.726 fallecidos por coronavirus en Colombia; recuperados, 19.952|Salud|El total de contagios por el virus en el país es de 53.063.|138
344|Van más de 20 mil recuperados de covid-19 en Colombia; muertes, 1.801|Salud|Minsalud informó que la cifra de contagios confirmados en el país ascendió este martes a 54.931.|139
345|La droga de uso común que disminuyó mortalidad de pacientes de covid|Salud|Un estudio de Oxford confirmó los beneficios de la dexametasona para las formas graves de este mal.|139
346|Se agita la carrera por la vacuna contra el coronavirus|Salud|Avanzan varios ensayos clínicos y en Reino Unido ya comenzaron la fabricación de un producto.|140
347|25 voluntarios médicos apoyarán el nuevo hospital de Quibdó|Salud|La llegada del personal asistencial permitirá poner en funcionamiento 10 camas en la UCI.|140
348|Van 1.864 muertes por covid-19 en Colombia; hay 21.326 recuperados|Salud|El reporte más reciente del Ministerio de Salud confirmó 63 muertes más en las últimas 24 horas.|140
349|El reto de evitar 40.000 muertes por covid-19 este año|Salud|Respuesta de Minsalud e INS a la Corte hace proyecciones de la pandemia. Expertos lo cuestionan.|141
350|La OMS celebra avance para tratar covid-19 y felicita al Reino Unido|Salud|El uso de dexametasona, un fármaco barato y de fácil acceso, ayuda a tratar a pacientes críticos.|141
351|Van 1.950 muertes por covid-19 en Colombia; recuperados, más de 22 mil|Salud|En las últimas 24 horas, también se registraron 3.171 contagios nuevos, según reporte de Minsalud.|141
352|Nueva polémica entre Minsalud y hospitales por tarifas de UCI|Salud|Resolución fijó unos valores de referencia para atención de pacientes covid-19 que rechazan las IPS.|141
353|Consejos para transitar por las calles y prevenir el covid-19|Salud|A la hora de caminar, tener en cuenta el sentido en que circulan los carros por las vías es clave.|142
354|Colombia supera las 2 mil muertes por covid-19; van 23.988 recuperados|Salud|Se registraron 3.059 contagios nuevos en la últimas 24 horas, según el reporte de Minsalud.|142
355|Pediatras piden prudencia en regreso de niños a los colegios|Salud|Cualquier medida sobre los niños debe ser suficientemente pensada y basada en argumentos técnicos.|142
356|Coronavirus: ¿cuál es la cifra 'real' de muertes de la pandemia?|Salud|Los muertos son muchos más que los recogidos en los registros oficiales. Investigación de la BBC.|142
357|Covid-19 ya llegó a media Colombia y otros datos muy preocupantes|Salud|Si piensa que la pandemia es cosa del pasado, lea este artículo. Y protéjase.|143
358|Reportan 81 muertos y 2.357 nuevos casos de coronavirus en Colombia|Salud|Ya son 25.499 los recuperados de covid-19 en el país, según informe de este sábado de Minsalud.|143
359|Las cifras de la aceleración de la pandemia en el país|Salud|Esta semana, el número de casos diarios se puso por encima de 3.000 y las muertes pasaron las 2.000.|144
360|Hay 111 nuevas muertes y 3.019 nuevos casos de covid-19 en el país|Salud|Así lo informa el Ministerio de Salud en su más reciente informe. recuperados totales: 27.360.|144
361|Colombia y la pandemia: así vamos frente a otros países|Salud|Al comparar algunos indicadores, el país sale favorecido, pese a la aceleración en casos y muertes.|145
362|Reportan 73 nuevas muertes y 2.531 nuevos casos de covid-19 en el país|Salud|De acuerdo con informe de este lunes sobre avance de la pandemia, recuperados totales ya son 28.968.|145
363|En plena pandemia, la telesalud despegó en Colombia|Salud|La coyuntura impulsó, como nunca, los servicios de medicina, orientación y experticia a distancia.|146
364|2.389 contagios nuevos y 94 muertes por covid-19 en Colombia|Salud|Minsalud también reportó 1.491 pacientes recuperados más. Así, la cifra asciende a 30.459.|146
365|Por qué vamos a necesitar más de una vacuna contra el coronavirus|Salud|Que la respuesta inmune tenga distintas características según la edad del paciente así lo sugiere.|146
366|Sepa por qué desinfectar superficies es clave contra covid-19|Salud|Estudio realizado en China sugiere que pacientes asintomáticos de covid-19 contaminan el entorno.|147
367|Colombia registra 3.541 nuevos casos y 87 fallecidos por covid-19|Salud|Este miércoles, de acuerdo con el informe de Minsalud, la cifra de recuperados ascendió a 31.671.|147
368|Arauca, Sucre y Chocó, donde más creció la covid este mes|Salud|Aumento en junio se debe a más pruebas y positividad, flexibilización de medidas y lluvias.|147
369|Estudios ponen en duda inmunidad de largo plazo contra el coronavirus|Salud|Evidencia reciente halló que pocas personas desarrollan anticuerpos duraderos contra el virus.|148
370|Minsalud dice que muerte por covid en febrero es error de digitación|Salud|Dane aseguró que el primer fallecimiento fue en febrero, pero en realidad se subió mal al sistema.|148
371|Covid-19: Colombia registra 163 nuevas muertes y 3.486 contagios|Salud|Este jueves, de acuerdo con el informe de Minsalud, la cifra de recuperados ascendió a 33.349.|148
372|En primer trimestre, 30 muertes confirmadas por covid y 94 sospechosas|Salud|Dane reveló estadísticas oficiales sobre esta enfermedad. Primeros fallecimientos fueron en febrero.|148
373|Medicinas contra hepatitis C impiden duplicidad del coronavirus|Salud|Estudio aseguró que el sofosbuvir y el daclatasvir reducen producción de sustancias inflamatorias.|148
374|Polvo del Sahara: ¿qué complicaciones de salud puede causar?|Salud|Suelen afectar a personas con problemas respiratorios crónicos.|148
375|¿Por qué el confinamiento es 'el mayor experimento psicológico'?|Salud|Elke Van Hook asegura que el encierro provocará una epidemia secundaria de agotamiento.|148
